Product_ID,Product_Name,Category,Price,Units_Sold,Date,Branch
1005,iPad Air,Tablet,18000,7,2023-09-17,Alexandria
1006,HP Pavilion,Laptop,22000,2,2023-09-17,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,15,2023-09-17,Giza
1008,Microsoft Surface,Tablet,28000,0,2023-09-17,Giza
1001,iPhone 13,Mobile,25000,20,2023-09-24,Giza
1002,Dell XPS 15,Laptop,35000,8,2023-09-24,Giza
1003,Samsung A52,Mobile,15000,2,2023-09-24,Cairo
1004,Lenovo Legion 5,Laptop,30000,21,2023-09-24,Giza
1005,iPad Air,Tablet,18000,30,2023-09-24,Alexandria
1006,HP Pavilion,Laptop,22000,16,2023-09-24,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,13,2023-09-24,Giza
1008,Microsoft Surface,Tablet,28000,23,2023-09-24,Giza
1001,iPhone 13,Mobile,25000,13,2023-10-01,Giza
1002,Dell XPS 15,Laptop,35000,5,2023-10-01,Giza
1003,Samsung A52,Mobile,15000,14,2023-10-01,Alexandria
1004,Lenovo Legion 5,Laptop,30000,11,2023-10-01,Cairo
1005,iPad Air,Tablet,18000,18,2023-10-01,Giza
1006,HP Pavilion,Laptop,22000,15,2023-10-01,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,18,2023-10-01,Alexandria
1008,Microsoft Surface,Tablet,28000,4,2023-10-01,Giza
1001,iPhone 13,Mobile,25000,8,2023-10-08,Alexandria
1002,Dell XPS 15,Laptop,35000,24,2023-10-08,Cairo
1003,Samsung A52,Mobile,15000,12,2023-10-08,Alexandria
1004,Lenovo Legion 5,Laptop,30000,17,2023-10-08,Cairo
1005,iPad Air,Tablet,18000,23,2023-10-08,Cairo
1006,HP Pavilion,Laptop,22000,8,2023-10-08,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,5,2023-10-08,Alexandria
1008,Microsoft Surface,Tablet,28000,16,2023-10-08,Cairo
1001,iPhone 13,Mobile,25000,3,2023-10-15,Giza
1002,Dell XPS 15,Laptop,35000,4,2023-10-15,Giza
1003,Samsung A52,Mobile,15000,12,2023-10-15,Cairo
1004,Lenovo Legion 5,Laptop,30000,15,2023-10-15,Giza
1005,iPad Air,Tablet,18000,16,2023-10-15,Alexandria
1006,HP Pavilion,Laptop,22000,28,2023-10-15,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,0,2023-10-15,Giza
1008,Microsoft Surface,Tablet,28000,24,2023-10-15,Cairo
1001,iPhone 13,Mobile,25000,22,2023-10-22,Cairo
1002,Dell XPS 15,Laptop,35000,4,2023-10-22,Cairo
1003,Samsung A52,Mobile,15000,17,2023-10-22,Alexandria
1004,Lenovo Legion 5,Laptop,30000,14,2023-10-22,Giza
1005,iPad Air,Tablet,18000,10,2023-10-22,Alexandria
1006,HP Pavilion,Laptop,22000,20,2023-10-22,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,20,2023-10-22,Cairo
1008,Microsoft Surface,Tablet,28000,27,2023-10-22,Alexandria
1001,iPhone 13,Mobile,25000,12,2023-10-29,Giza
1002,Dell XPS 15,Laptop,35000,27,2023-10-29,Alexandria
1003,Samsung A52,Mobile,15000,5,2023-10-29,Giza
1004,Lenovo Legion 5,Laptop,30000,7,2023-10-29,Cairo
1005,iPad Air,Tablet,18000,28,2023-10-29,Alexandria
1006,HP Pavilion,Laptop,22000,13,2023-10-29,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,9,2023-10-29,Giza
1008,Microsoft Surface,Tablet,28000,10,2023-10-29,Giza
1001,iPhone 13,Mobile,25000,6,2023-11-05,Cairo
1002,Dell XPS 15,Laptop,35000,18,2023-11-05,Alexandria
1003,Samsung A52,Mobile,15000,4,2023-11-05,Giza
1004,Lenovo Legion 5,Laptop,30000,6,2023-11-05,Cairo
1005,iPad Air,Tablet,18000,17,2023-11-05,Giza
1006,HP Pavilion,Laptop,22000,1,2023-11-05,Cairo
1007,Xiaomi Redmi Note 11,Mobile,12000,6,2023-11-05,Cairo
1008,Microsoft Surface,Tablet,28000,9,2023-11-05,Alexandria
1001,iPhone 13,Mobile,25000,16,2023-11-12,Giza
1002,Dell XPS 15,Laptop,35000,30,2023-11-12,Giza
1003,Samsung A52,Mobile,15000,12,2023-11-12,Alexandria
1004,Lenovo Legion 5,Laptop,30000,7,2023-11-12,Cairo
1005,iPad Air,Tablet,18000,11,2023-11-12,Giza
1006,HP Pavilion,Laptop,22000,13,2023-11-12,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,26,2023-11-12,Alexandria
1008,Microsoft Surface,Tablet,28000,27,2023-11-12,Alexandria
1001,iPhone 13,Mobile,25000,13,2023-11-19,Alexandria
1002,Dell XPS 15,Laptop,35000,2,2023-11-19,Cairo
1003,Samsung A52,Mobile,15000,13,2023-11-19,Alexandria
1004,Lenovo Legion 5,Laptop,30000,7,2023-11-19,Cairo
1005,iPad Air,Tablet,18000,19,2023-11-19,Cairo
1006,HP Pavilion,Laptop,22000,7,2023-11-19,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,3,2023-11-19,Giza
1008,Microsoft Surface,Tablet,28000,28,2023-11-19,Alexandria
1001,iPhone 13,Mobile,25000,22,2023-11-26,Alexandria
1002,Dell XPS 15,Laptop,35000,2,2023-11-26,Alexandria
1003,Samsung A52,Mobile,15000,18,2023-11-26,Giza
1004,Lenovo Legion 5,Laptop,30000,1,2023-11-26,Cairo
1005,iPad Air,Tablet,18000,7,2023-11-26,Alexandria
1006,HP Pavilion,Laptop,22000,23,2023-11-26,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,12,2023-11-26,Alexandria
1008,Microsoft Surface,Tablet,28000,23,2023-11-26,Cairo
1001,iPhone 13,Mobile,25000,16,2023-12-03,Giza
1002,Dell XPS 15,Laptop,35000,8,2023-12-03,Giza
1003,Samsung A52,Mobile,15000,4,2023-12-03,Cairo
1004,Lenovo Legion 5,Laptop,30000,7,2023-12-03,Giza
1005,iPad Air,Tablet,18000,22,2023-12-03,Giza
1006,HP Pavilion,Laptop,22000,10,2023-12-03,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,21,2023-12-03,Giza
1008,Microsoft Surface,Tablet,28000,13,2023-12-03,Alexandria
1001,iPhone 13,Mobile,25000,7,2023-12-10,Giza
1002,Dell XPS 15,Laptop,35000,27,2023-12-10,Cairo
1003,Samsung A52,Mobile,15000,24,2023-12-10,Alexandria
1004,Lenovo Legion 5,Laptop,30000,22,2023-12-10,Alexandria
1005,iPad Air,Tablet,18000,27,2023-12-10,Giza
1006,HP Pavilion,Laptop,22000,8,2023-12-10,Giza
1007,Xiaomi Redmi Note 11,Mobile,12000,11,2023-12-10,Cairo
1008,Microsoft Surface,Tablet,28000,7,2023-12-10,Alexandria
1001,iPhone 13,Mobile,25000,5,2023-12-17,Alexandria
1002,Dell XPS 15,Laptop,35000,19,2023-12-17,Giza
1003,Samsung A52,Mobile,15000,15,2023-12-17,Alexandria
1004,Lenovo Legion 5,Laptop,30000,14,2023-12-17,Alexandria
1005,iPad Air,Tablet,18000,28,2023-12-17,Giza
1006,HP Pavilion,Laptop,22000,3,2023-12-17,Alexandria
1007,Xiaomi Redmi Note 11,Mobile,12000,6,2023-12-17,Alexandria
1008,Microsoft Surface,Tablet,28000,9,2023-12-17,Alexandria
1001,iPhone 13,Mobile,25000,0,2023-12-24,Alexandria
